0,0,0,0,0,20,0,6.666666667,6.666666667,13.33333333,0,0,20,0,6.666666667,20,0,0,0,6.666666667
10,0,0,0,20,15,0,0,15,5,0,0,5,0,0,5,0,25,0,0
13.33333333,0,0,6.666666667,13.33333333,0,0,13.33333333,20,0,0,6.666666667,6.666666667,0,0,0,0,13.33333333,0,6.666666667
0,12.6984127,6.349206349,4.761904762,1.587301587,4.761904762,4.761904762,1.587301587,14.28571429,7.936507937,4.761904762,3.174603175,1.587301587,6.349206349,1.587301587,6.349206349,9.523809524,3.174603175,0,4.761904762
5.607476636,1.869158879,9.345794393,13.08411215,7.476635514,9.345794393,2.803738318,4.672897196,8.411214953,4.672897196,2.803738318,2.803738318,6.542056075,2.803738318,2.803738318,2.803738318,1.869158879,2.803738318,1.869158879,5.607476636
0,14.28571429,0,0,7.142857143,0,0,0,0,0,0,0,28.57142857,0,50,0,0,0,0,0
6.666666667,0,0,0,0,6.666666667,0,6.666666667,20,33.33333333,0,13.33333333,0,0,0,6.666666667,0,6.666666667,0,0
8.695652174,17.39130435,6.52173913,6.52173913,6.52173913,8.695652174,0,2.173913043,10.86956522,2.173913043,0,2.173913043,6.52173913,4.347826087,6.52173913,4.347826087,0,4.347826087,2.173913043,0
8.571428571,0,5.714285714,5.714285714,2.857142857,2.857142857,2.857142857,8.571428571,8.571428571,8.571428571,0,11.42857143,0,5.714285714,2.857142857,14.28571429,5.714285714,5.714285714,0,0
6.666666667,0,0,0,6.666666667,0,0,13.33333333,0,6.666666667,0,6.666666667,0,6.666666667,20,6.666666667,0,26.66666667,0,0
3.846153846,0,0,0,3.846153846,3.846153846,0,19.23076923,26.92307692,3.846153846,3.846153846,3.846153846,3.846153846,3.846153846,0,3.846153846,11.53846154,3.846153846,3.846153846,0
6.451612903,16.12903226,0,3.225806452,0,9.677419355,3.225806452,0,6.451612903,6.451612903,0,6.451612903,6.451612903,0,6.451612903,9.677419355,9.677419355,3.225806452,0,6.451612903
5,10,0,5,0,5,0,0,0,30,0,0,20,5,0,15,0,5,0,0
7.333333333,4,4,4.666666667,4.666666667,9.333333333,1.333333333,2.666666667,4.666666667,8,2,6,5.333333333,3.333333333,4.666666667,10.66666667,4.666666667,4,4,4.666666667
16.66666667,0,0,0,0,0,0,8.333333333,25,8.333333333,0,0,0,0,25,0,0,0,8.333333333,8.333333333
9.090909091,0,0,6.060606061,0,6.060606061,3.03030303,3.03030303,9.090909091,15.15151515,0,9.090909091,0,0,0,15.15151515,3.03030303,21.21212121,0,0
10,5,5,5,5,0,0,5,15,0,0,5,5,0,5,10,5,10,5,5
2.5,20,0,0,5,10,10,0,5,7.5,0,2.5,2.5,0,10,7.5,7.5,2.5,0,7.5
0,10,0,0,0,5,0,10,5,5,0,0,0,0,30,0,5,0,20,10
0,0,0,0,7.692307692,7.692307692,0,7.692307692,30.76923077,7.692307692,0,0,0,0,7.692307692,0,0,0,30.76923077,0
6.666666667,3.921568627,3.921568627,3.137254902,3.137254902,9.019607843,3.137254902,7.450980392,3.137254902,9.411764706,2.352941176,3.529411765,5.882352941,6.274509804,4.31372549,6.274509804,5.882352941,6.274509804,2.352941176,3.921568627
0,0,0,0,23.07692308,7.692307692,0,15.38461538,15.38461538,15.38461538,0,0,7.692307692,0,0,7.692307692,0,7.692307692,0,0
16,0,0,8,4,4,0,4,20,16,0,4,0,0,12,0,4,0,4,4
10,0,5,0,5,10,0,0,0,5,0,5,15,5,0,15,0,15,10,0
2,16,10,6,2,10,2,2,2,6,0,8,8,0,6,4,6,4,0,6
12,8,4,0,0,4,0,4,8,8,0,0,16,8,4,8,4,8,0,4
0,0,0,0,4.166666667,0,0,0,29.16666667,25,0,0,4.166666667,0,16.66666667,0,0,4.166666667,4.166666667,12.5
3.703703704,14.81481481,9.259259259,7.407407407,1.851851852,1.851851852,1.851851852,1.851851852,12.96296296,5.555555556,0,7.407407407,1.851851852,7.407407407,3.703703704,3.703703704,0,3.703703704,0,11.11111111
8.571428571,0,8.571428571,8.571428571,5.714285714,0,2.857142857,8.571428571,5.714285714,8.571428571,0,11.42857143,2.857142857,5.714285714,2.857142857,14.28571429,0,5.714285714,0,0
5,15,5,0,5,5,0,0,0,0,5,5,10,0,0,10,5,10,15,5
10.71428571,3.571428571,3.571428571,14.28571429,0,3.571428571,0,7.142857143,10.71428571,14.28571429,0,7.142857143,0,7.142857143,0,3.571428571,0,3.571428571,3.571428571,7.142857143
3.225806452,12.90322581,4.838709677,9.677419355,4.838709677,9.677419355,1.612903226,4.838709677,11.29032258,0,3.225806452,4.838709677,8.064516129,1.612903226,0,6.451612903,3.225806452,0,3.225806452,6.451612903
2.941176471,2.941176471,14.70588235,23.52941176,0,2.941176471,0,5.882352941,8.823529412,5.882352941,2.941176471,2.941176471,2.941176471,0,11.76470588,2.941176471,0,8.823529412,0,0
13.33333333,0,6.666666667,0,0,20,6.666666667,0,6.666666667,13.33333333,6.666666667,0,0,0,13.33333333,13.33333333,0,0,0,0
5.319148936,3.191489362,7.446808511,6.382978723,5.319148936,6.382978723,1.063829787,6.382978723,5.319148936,10.63829787,1.063829787,3.191489362,2.127659574,4.255319149,9.574468085,6.382978723,2.127659574,11.70212766,0,2.127659574
7.692307692,0,0,0,2.564102564,10.25641026,0,5.128205128,17.94871795,17.94871795,2.564102564,5.128205128,5.128205128,2.564102564,2.564102564,0,10.25641026,7.692307692,2.564102564,0
0,0,0,0,23.07692308,0,0,0,30.76923077,23.07692308,0,0,7.692307692,0,0,0,0,7.692307692,0,7.692307692
16.66666667,20.83333333,0,4.166666667,4.166666667,4.166666667,0,0,8.333333333,4.166666667,4.166666667,0,4.166666667,8.333333333,0,4.166666667,0,12.5,0,4.166666667
0,0,5.555555556,5.555555556,0,0,5.555555556,0,16.66666667,5.555555556,5.555555556,11.11111111,5.555555556,0,5.555555556,0,11.11111111,11.11111111,11.11111111,0
28.94736842,0,2.631578947,5.263157895,2.631578947,7.894736842,0,5.263157895,2.631578947,2.631578947,0,2.631578947,5.263157895,5.263157895,10.52631579,2.631578947,2.631578947,10.52631579,2.631578947,0
28.57142857,0,0,0,0,7.142857143,0,14.28571429,7.142857143,14.28571429,7.142857143,7.142857143,0,0,0,0,0,7.142857143,7.142857143,0
20,6.666666667,3.333333333,6.666666667,0,6.666666667,0,3.333333333,23.33333333,13.33333333,0,0,0,3.333333333,0,0,6.666666667,6.666666667,0,0
8.333333333,7.142857143,2.380952381,2.380952381,1.19047619,7.142857143,4.761904762,7.142857143,14.28571429,5.952380952,2.380952381,5.952380952,3.571428571,7.142857143,1.19047619,3.571428571,2.380952381,8.333333333,1.19047619,3.571428571
0,0,0,0,0,0,0,0,36.36363636,27.27272727,0,0,27.27272727,0,0,0,0,0,9.090909091,0
2.222222222,0,0,0,2.222222222,8.888888889,2.222222222,2.222222222,11.11111111,8.888888889,0,6.666666667,13.33333333,0,8.888888889,17.77777778,6.666666667,4.444444444,0,4.444444444
16,0,8,4,4,12,4,12,12,4,4,0,0,4,4,0,0,12,0,0
6.818181818,0,9.090909091,6.818181818,4.545454545,4.545454545,2.272727273,6.818181818,4.545454545,6.818181818,0,6.818181818,13.63636364,2.272727273,6.818181818,6.818181818,2.272727273,2.272727273,2.272727273,4.545454545
5,10,0,5,15,10,0,10,5,5,0,0,20,0,0,5,0,10,0,0
11.76470588,8.823529412,0,0,2.941176471,8.823529412,0,2.941176471,17.64705882,5.882352941,0,2.941176471,2.941176471,5.882352941,5.882352941,5.882352941,11.76470588,5.882352941,0,0
4,0,0,8,4,12,0,12,12,8,0,12,0,0,4,8,4,12,0,0
5.263157895,21.05263158,5.263157895,5.263157895,0,10.52631579,0,5.263157895,10.52631579,5.263157895,0,0,0,0,21.05263158,0,5.263157895,0,0,5.263157895
4.545454545,9.090909091,0,0,0,4.545454545,4.545454545,0,13.63636364,9.090909091,0,9.090909091,4.545454545,0,18.18181818,0,4.545454545,4.545454545,4.545454545,9.090909091
17.39130435,4.347826087,4.347826087,0,0,13.04347826,0,0,13.04347826,13.04347826,0,0,0,0,8.695652174,8.695652174,0,4.347826087,4.347826087,8.695652174
7.954545455,5.681818182,5.681818182,7.954545455,5.681818182,4.545454545,1.136363636,3.409090909,4.545454545,7.954545455,1.136363636,1.136363636,6.818181818,2.272727273,5.681818182,6.818181818,5.681818182,13.63636364,0,2.272727273
16.66666667,0,3.333333333,13.33333333,3.333333333,13.33333333,0,0,10,10,3.333333333,0,0,0,3.333333333,0,6.666666667,13.33333333,3.333333333,0
3.703703704,3.703703704,0,22.22222222,3.703703704,3.703703704,0,14.81481481,14.81481481,3.703703704,3.703703704,0,0,3.703703704,11.11111111,7.407407407,3.703703704,0,0,0
2.702702703,0,2.702702703,2.702702703,2.702702703,8.108108108,0,5.405405405,24.32432432,16.21621622,0,2.702702703,5.405405405,8.108108108,13.51351351,0,2.702702703,0,0,2.702702703
5.263157895,23.68421053,2.631578947,0,0,5.263157895,0,0,5.263157895,2.631578947,0,2.631578947,21.05263158,5.263157895,15.78947368,5.263157895,0,2.631578947,2.631578947,0
20,0,6.666666667,6.666666667,0,0,0,0,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,0,13.33333333,6.666666667,13.33333333,0,0,0
5,10,0,0,5,15,0,0,20,0,0,0,20,5,0,5,5,0,5,5
10,0,0,10,10,0,0,10,10,5,5,5,20,0,0,5,0,10,0,0
5,0,5,10,0,5,0,5,20,10,5,0,10,5,0,0,5,10,5,0
2.222222222,13.33333333,0,0,2.222222222,13.33333333,0,6.666666667,6.666666667,2.222222222,2.222222222,4.444444444,4.444444444,8.888888889,15.55555556,6.666666667,4.444444444,6.666666667,0,0
8.333333333,0,0,8.333333333,0,0,0,16.66666667,0,0,16.66666667,16.66666667,8.333333333,0,8.333333333,8.333333333,0,0,8.333333333,0
0,12.76595745,4.255319149,0,10.63829787,14.89361702,2.127659574,4.255319149,0,4.255319149,10.63829787,0,8.510638298,4.255319149,12.76595745,2.127659574,4.255319149,2.127659574,0,2.127659574
